query,mean_atf,mean_delta_unconstrained,mean_j_eta,mean_ridi_unconstrained,mean_ridi_controlled,mean_utility_regret,n_nonzero_cells
UMLS:C0595265,0.8743252361673415,18.166666666666668,2.6666666666666665,0.07623396962993294,0.009930545363563961,0.0007624879155773318,6
UMLS:C0595724,0.8958874458874458,12.666666666666666,1.8333333333333333,0.04779741987583753,0.004981072718100678,0.00037083845957044687,6
UMLS:C0596087,0.688041734916735,28.333333333333332,12.833333333333334,0.10102646204863326,0.03378570509806004,0.0007289668727626805,6
UMLS:C0596973,0.806201967966674,21.0,6.333333333333333,0.08497146888868247,0.014474195140578287,0.0006993760014002718,6
UMLS:C0652461,0.8975856490426111,25.166666666666668,5.0,0.09735205943102504,0.010483344598936238,0.0006614332011748383,6
UMLS:C0663332,0.730907409397112,24.0,5.333333333333333,0.09806183488158905,0.029109867165031444,0.0007815236443919223,6
UMLS:C0677667,0.49229380626401137,62.666666666666664,31.833333333333332,0.2883847195953147,0.1636856940186762,0.0009506402127738832,6
UMLS:C0699319,0.7970735904875691,21.333333333333332,2.6666666666666665,0.0882671142931017,0.01969096901777107,0.0006301046866705222,6
UMLS:C0700674,0.916593192950563,25.5,3.1666666666666665,0.09607814461160509,0.0079496670349957,0.0008113019747245145,6
UMLS:C0701218,0.6771589191232049,24.166666666666668,6.0,0.10573337166548112,0.03915714258553623,0.0006112197433329265,6
UMLS:C0701975,0.829076367389061,15.0,2.3333333333333335,0.06741902083938169,0.01224046367230358,0.0006060974796639034,6
UMLS:C0720318,0.7909982174688057,13.166666666666666,1.6666666666666667,0.050315970575432856,0.010256362276781956,0.0005457741002169936,6
UMLS:C0813971,0.718871934225195,21.0,8.333333333333334,0.08717309933045374,0.02164257491412393,0.0007459288180649208,6
UMLS:C0871534,0.9878426171529621,16.0,0.3333333333333333,0.06227015895243032,0.000666000666000666,0.00034291305992950973,6
UMLS:C0871903,0.8321338383838385,20.333333333333332,5.166666666666667,0.08259449814579668,0.01220515068538546,0.000580919951095605,6
UMLS:C0877863,0.8587080391428218,18.833333333333332,2.0,0.07315061206242314,0.010586715821145135,0.0006376365068859484,6
UMLS:C0936072,0.7583960257291146,30.333333333333332,8.166666666666666,0.11631642514397811,0.028547435826217823,0.0008391284225502424,6
UMLS:C0936269,0.9183660130718954,16.333333333333332,2.0,0.055149867743406265,0.0049784377866745845,0.0005186954110043242,6
UMLS:C0939537,0.758061383061383,27.0,9.166666666666666,0.11170972547197185,0.02389444487413513,0.0007798101480787199,6
UMLS:C0950893,0.9940476190476191,13.166666666666666,0.16666666666666666,0.05628015911117042,0.000665335994677312,0.00039150415647062653,6
UMLS:C0969232,0.9284745447788926,14.833333333333334,1.5,0.06215610790924766,0.0039873751891788016,0.0005327200413295912,6
UMLS:C0974718,0.8418714767398977,27.333333333333332,4.0,0.11107431256587026,0.018771125712281133,0.0007764159457287097,6
UMLS:C0982374,0.9557608100711549,19.666666666666668,1.1666666666666667,0.08491332831894033,0.003323366549098376,0.0007167325472975067,6
UMLS:C1095890,0.9844202898550725,11.5,0.3333333333333333,0.043986351747108625,0.000666000666000666,0.0004827399828724438,6
UMLS:C1121991,0.7523459543964005,23.666666666666668,5.5,0.09108787634584149,0.02336145176665426,0.0006097837732263028,6
UMLS:C1135768,0.8453813497291759,19.333333333333332,3.0,0.09085688275732538,0.013892896026076197,0.0008585562419938129,6
UMLS:C1259477,0.8660353535353535,15.5,0.8333333333333334,0.06630066005412039,0.008264332388361557,0.0005474921765327474,6
UMLS:C1319272,0.8497070048420096,30.333333333333332,6.666666666666667,0.11597789827607442,0.017096805064191797,0.0008870075953819534,6
UMLS:C1337344,0.3896152703505645,22.833333333333332,13.166666666666666,0.11889364619214611,0.07886566785143097,0.000685475494079196,6
UMLS:C1440152,0.7650462962962963,25.0,6.333333333333333,0.10558602189764822,0.025319469053521892,0.0007630935071908739,6
UMLS:C1510809,0.7469182240523704,22.333333333333332,7.0,0.09575492817912469,0.022721944950917783,0.0008083008530033379,6
UMLS:C1511939,0.8420836656034024,21.333333333333332,3.0,0.08720135927639193,0.014871522965933278,0.0008261587748790689,6
UMLS:C1517938,0.7731632552363598,22.333333333333332,4.333333333333333,0.0942963031182153,0.023321605541548343,0.0006565926920495448,6
UMLS:C1567931,0.8452059156647915,32.5,6.0,0.12586800475004348,0.020421418911126605,0.0009195406891423788,6
