pair_id,drug_a,drug_b,antiddi_tier,source_citation,source_locator,manuscript_reference,reported_finding,exclusion_reason,anchor_role
ADDI2-0110,liraglutide,lisinopril,T1_wellpowered,DailyMed liraglutide injection prescribing information,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4253be3b-bda6-4efd-8118-9c9538168a88,31,"Lisinopril AUC -15%, Cmax -27%, Tmax delayed 6->8 h; change judged not clinically relevant","excluded_by_anchor_criterion: label documents a measured exposure change (lisinopril AUC -15%, Cmax -27%, Tmax 6->8 h) judged not clinically relevant, rather than an absence of meaningful change",assessed_and_excluded
