drug_a,drug_b,evidence_tier,faers_coreports,n_ae_terms_tested,median_upper95_ror,p95_upper95_ror,max_upper95_ror,frac_terms_equiv_delta1.5,frac_terms_equiv_delta2.0,frac_terms_equiv_delta3.0,involves_mega_hub
citalopram,dutasteride,T2_moderate,366.0,94,3.166894060962878,10.263569114396088,13.250108881856066,0.18085106382978725,0.3191489361702128,0.46808510638297873,False
citalopram,enalapril,T1_wellpowered,1495.0,348,1.8619850863901415,5.009083971026047,11.734229142067946,0.34770114942528735,0.5431034482758621,0.7471264367816092,False
citalopram,famotidine,T1_wellpowered,2896.0,423,1.6820189048473049,3.535408557475771,6.900172571678019,0.3806146572104019,0.6193853427895981,0.8770685579196218,False
citalopram,lisinopril,T1_wellpowered,9995.0,452,1.1580472380848512,2.2778277268710143,4.58153126079171,0.7588495575221239,0.9137168141592921,0.9889380530973452,False
citalopram,methotrexate,T1_wellpowered,4984.0,401,1.7613088593435793,5.210842838683821,15.75778561105877,0.3690773067331671,0.6034912718204489,0.8179551122194514,False
citalopram,montelukast,T1_wellpowered,5568.0,421,1.4249643346076,5.467731703568141,40.61302325979229,0.5510688836104513,0.7458432304038005,0.8812351543942993,False
citalopram,mupirocin,EXCLUDED_clinical,509.0,153,3.1260608150947116,10.147989110770247,14.078138579934656,0.1437908496732026,0.3202614379084967,0.48366013071895425,False
citalopram,nitrofurantoin,T1_wellpowered,1153.0,308,2.3090819027745764,15.348065411994718,50.91511463589469,0.262987012987013,0.39935064935064934,0.6233766233766234,False
citalopram,oseltamivir,T2_moderate,360.0,105,5.368753717886351,22.895413780223684,35.83060041292386,0.05714285714285714,0.11428571428571428,0.23809523809523808,False
citalopram,raltegravir,T2_moderate,360.0,54,3.6598360071670055,18.96411395738171,139.9148379214536,0.18518518518518517,0.2962962962962963,0.4074074074074074,False
citalopram,ramipril,T1_wellpowered,4013.0,362,1.5416283100464354,6.3177668017333275,14.001246954546604,0.4861878453038674,0.6574585635359116,0.8149171270718232,False
citalopram,sevelamer,T2_moderate,318.0,71,3.255189888122603,9.516477266282962,17.830402295198667,0.19718309859154928,0.30985915492957744,0.4647887323943662,True
citalopram,ustekinumab,T2_moderate,432.0,69,1.9664109031249364,10.214329464449726,21.423014592221747,0.43478260869565216,0.5217391304347826,0.6811594202898551,True
citalopram,valganciclovir,T2_moderate,207.0,35,2.225963580825667,9.27849926717917,12.253362872668294,0.2,0.42857142857142855,0.6571428571428571,False
conjugated estrogens,isosorbide,T2_moderate,270.0,97,3.486912849090269,10.792919815755512,16.72804797279691,0.07216494845360824,0.16494845360824742,0.38144329896907214,False
conjugated estrogens,cefuroxime,T3_limited,96.0,18,3.498144314218224,12.63885799652448,15.357838205070399,0.0,0.05555555555555555,0.3888888888888889,False
conjugated estrogens,bisoprolol,T2_moderate,214.0,86,4.314010462018345,12.40559837844954,21.76015904799366,0.011627906976744186,0.06976744186046512,0.26744186046511625,False
conjugated estrogens,oxycodone,T1_wellpowered,2079.0,417,3.327213880383459,7.220811313626768,14.276465445944782,0.11031175059952038,0.17985611510791366,0.42685851318944845,False
conjugated estrogens,emtricitabine,T3_limited,47.0,14,6.985549763111932,9.405566065404905,10.16589295236179,0.0,0.07142857142857142,0.2857142857142857,False
conjugated estrogens,gabapentin,T1_wellpowered,3523.0,436,2.2570273366327536,4.565941756050634,7.801198860366514,0.20412844036697247,0.39908256880733944,0.7385321100917431,False
conjugated estrogens,nitroglycerin,T2_moderate,652.0,301,3.8222923644503872,9.168263792551397,11.265178639990529,0.059800664451827246,0.1760797342192691,0.38205980066445183,False
conjugated estrogens,lactulose,T2_moderate,193.0,59,3.650355379282212,10.16094548620549,16.68055413687964,0.0847457627118644,0.1694915254237288,0.4067796610169492,False
conjugated estrogens,levetiracetam,T2_moderate,238.0,70,4.221758861933145,10.155805285244668,11.946349118617526,0.04285714285714286,0.07142857142857142,0.2714285714285714,False
conjugated estrogens,methocarbamol,T2_moderate,439.0,156,2.8977265572218602,8.717417051288757,13.504246240767054,0.10897435897435898,0.24358974358974358,0.5064102564102564,False
conjugated estrogens,methylphenidate,EXCLUDED_clinical,341.0,93,3.4658951792698294,9.181196135731307,11.313919498098333,0.08602150537634409,0.15053763440860216,0.3333333333333333,False
conjugated estrogens,metoclopramide,T2_moderate,609.0,306,5.065610792444712,13.316964020608536,26.219680704400805,0.0718954248366013,0.11764705882352941,0.23202614379084968,False
conjugated estrogens,moxifloxacin,T3_limited,86.0,32,5.170059516841335,14.535049633527926,23.650618637621168,0.0625,0.0625,0.25,False
conjugated estrogens,nabumetone,T2_moderate,132.0,29,4.868902082246085,9.843708351671753,12.478208420044382,0.034482758620689655,0.13793103448275862,0.27586206896551724,False
conjugated estrogens,nitrofurantoin,T2_moderate,528.0,207,3.181613320090762,9.03336685096725,13.181864967584511,0.14009661835748793,0.2318840579710145,0.463768115942029,False
conjugated estrogens,pregabalin,T1_wellpowered,2122.0,412,2.02521767043258,5.191827447254885,16.299293056010637,0.2766990291262136,0.49271844660194175,0.7621359223300971,False
conjugated estrogens,ustekinumab,T3_limited,59.0,10,4.327787347470204,9.926226830151,10.279590695178404,0.0,0.1,0.1,True
conjugated estrogens,zolmitriptan,T2_moderate,102.0,17,3.8109379618581993,8.195075035793744,8.497197617758491,0.0,0.17647058823529413,0.35294117647058826,False
dextromethorphan,cefuroxime,T2_moderate,220.0,63,3.0186088399857876,7.818552031410814,10.46754953529578,0.06349206349206349,0.25396825396825395,0.49206349206349204,False
dextromethorphan,acyclovir,T1_wellpowered,1369.0,286,2.2785939848752363,5.699573749204703,7.659456948361332,0.23776223776223776,0.4090909090909091,0.6783216783216783,False
dextromethorphan,alfuzosin,T2_moderate,114.0,18,3.62477717374792,6.813815279142329,8.390657105317063,0.05555555555555555,0.1111111111111111,0.3888888888888889,False
dextromethorphan,glimepiride,T2_moderate,307.0,76,2.864675286648917,6.9726535439897575,11.36627536937676,0.10526315789473684,0.21052631578947367,0.5394736842105263,False
dextromethorphan,pemetrexed,T2_moderate,129.0,17,2.700014984081073,6.03902339414146,6.112611502224055,0.11764705882352941,0.35294117647058826,0.5294117647058824,False
dextromethorphan,insulin glargine,T1_wellpowered,1034.0,263,2.901610510908645,8.9953288402359,14.095798880601903,0.155893536121673,0.2889733840304182,0.5285171102661597,False
dextromethorphan,dutasteride,T2_moderate,153.0,26,3.2342031041169315,9.362456309489893,10.058303967659693,0.038461538461538464,0.15384615384615385,0.46153846153846156,False
dextromethorphan,emtricitabine,T2_moderate,181.0,61,4.991077076411892,11.528498436648826,13.329556450561576,0.08196721311475409,0.16393442622950818,0.3114754098360656,False
dextromethorphan,glipizide,T2_moderate,525.0,165,3.153230418488412,9.010901581952785,10.698605945582875,0.10909090909090909,0.19393939393939394,0.47878787878787876,False
dextromethorphan,nitroglycerin,T1_wellpowered,941.0,364,3.0995720555382444,7.214352499343357,14.120740035160017,0.0989010989010989,0.24175824175824176,0.489010989010989,False
dextromethorphan,heparin,T2_moderate,759.0,304,3.820190398148872,10.741455794990667,22.81988566497161,0.08881578947368421,0.16776315789473684,0.3651315789473684,False
dextromethorphan,hydrochlorothiazide,T1_wellpowered,2239.0,410,2.2458606940607706,5.243973409191012,10.507362913013619,0.18536585365853658,0.3926829268292683,0.6926829268292682,False
dextromethorphan,lactulose,T2_moderate,501.0,193,3.270496446583473,9.389673994532153,13.908116334866547,0.07253886010362694,0.21761658031088082,0.47150259067357514,False
dextromethorphan,levofloxacin,T1_wellpowered,859.0,207,2.3177731177402903,6.730806523659373,16.963812901658148,0.20772946859903382,0.3864734299516908,0.6521739130434783,False
dextromethorphan,liraglutide,T2_moderate,176.0,34,3.3783389337146144,11.657996243871144,18.102652479600962,0.14705882352941177,0.20588235294117646,0.4117647058823529,False
dextromethorphan,mupirocin,EXCLUDED_clinical,407.0,159,3.546805903221318,8.886561095124264,11.65671664712382,0.07547169811320754,0.1320754716981132,0.3710691823899371,False
dextromethorphan,nabumetone,T2_moderate,120.0,33,3.917979577891692,9.065075400059094,10.247984860833132,0.030303030303030304,0.15151515151515152,0.30303030303030304,False
dextromethorphan,naproxen,T1_wellpowered,21095.0,447,0.9276588682569906,2.4628222024593076,6.095935578791852,0.796420581655481,0.901565995525727,0.9821029082774049,False
dextromethorphan,oseltamivir,T2_moderate,372.0,119,3.5044651034667913,9.78811399802396,13.5224414883594,0.09243697478991597,0.23529411764705882,0.3697478991596639,False
dextromethorphan,raltegravir,T3_limited,55.0,18,10.727951082949161,15.502732011035498,15.605229569554771,0.0,0.0,0.0,False
dextromethorphan,sevelamer,T2_moderate,109.0,13,7.003228982734581,9.103561540989293,9.571216338486439,0.0,0.0,0.23076923076923078,True
dextromethorphan,solifenacin,T2_moderate,284.0,74,3.263597302567243,7.509415526385035,12.122535434515832,0.12162162162162163,0.16216216216216217,0.4189189189189189,False
dextromethorphan,ustekinumab,T2_moderate,472.0,220,14.225429193956073,26.751979675844517,39.114452386657874,0.013636363636363636,0.01818181818181818,0.04090909090909091,True
dextromethorphan,zolmitriptan,EXCLUDED_clinical,68.0,15,4.781443796821136,10.63802868346018,12.925143862626761,0.06666666666666667,0.13333333333333333,0.2,False
diazepam,dalteparin,T2_moderate,313.0,68,2.862359629046158,16.44138081627916,44.56164461204655,0.19117647058823528,0.36764705882352944,0.5441176470588235,False
diazepam,liraglutide,T2_moderate,333.0,80,2.4741687231849614,12.312865121189859,23.5535126531549,0.25,0.3875,0.55,False
diazepam,sevelamer,T2_moderate,169.0,40,3.936797596587101,12.574835038458719,14.808605263443434,0.1,0.15,0.35,True
diazepam,ustekinumab,T2_moderate,213.0,35,1.8457503383606035,5.39045307554257,7.183197900996378,0.2571428571428571,0.6285714285714286,0.9142857142857143,True
diclofenac,ustekinumab,T1_wellpowered,7295.0,302,10.501718307857374,43.55089356100107,81.83500357713669,0.27483443708609273,0.30132450331125826,0.3211920529801324,True
dicyclomine,dextromethorphan,T2_moderate,386.0,157,3.8982535318801705,9.504636051005471,12.777310889455233,0.03184713375796178,0.15286624203821655,0.3630573248407643,False
dicyclomine,levetiracetam,T2_moderate,291.0,60,2.1904955566375888,5.603772492363103,19.911076960435253,0.25,0.4166666666666667,0.7166666666666667,False
dicyclomine,sevelamer,T3_limited,83.0,11,9.965441025214531,12.121020292135544,13.04274770357792,0.0,0.18181818181818182,0.18181818181818182,True
dicyclomine,ustekinumab,T2_moderate,145.0,18,1.5955654922129963,8.302238301231379,9.033523540199946,0.4444444444444444,0.6666666666666666,0.8333333333333334,True
diphenhydramine,dalteparin,T2_moderate,338.0,86,1.9371500068524354,7.9076719660193495,15.90500006853268,0.29069767441860467,0.5465116279069767,0.6511627906976745,False
diphenhydramine,liraglutide,T2_moderate,552.0,193,2.8667622968211415,9.769446707737742,17.08581227914248,0.15025906735751296,0.3160621761658031,0.5284974093264249,False
diphenhydramine,sevelamer,T2_moderate,572.0,130,2.5700620782446553,10.735847999916219,22.368404122297253,0.36153846153846153,0.45384615384615384,0.5538461538461539,True
donepezil,levetiracetam,T1_wellpowered,875.0,164,1.8389582329918053,6.88973851564024,14.232532869959543,0.39634146341463417,0.5365853658536586,0.7621951219512195,False
doxazosin,dalteparin,T2_moderate,137.0,13,3.583438414289889,8.381845476350101,10.265949070457621,0.0,0.07692307692307693,0.38461538461538464,False
doxazosin,liraglutide,T2_moderate,279.0,65,8.7023146377114,92.58428651498139,118.02737524813602,0.16923076923076924,0.26153846153846155,0.35384615384615387,False
doxazosin,sevelamer,T2_moderate,368.0,87,3.4400465308394916,11.479637286434272,15.518652145609847,0.1724137931034483,0.27586206896551724,0.4367816091954023,True
dutasteride,lactulose,T2_moderate,249.0,33,1.9945922743293125,4.737388316032291,18.20950823856378,0.30303030303030304,0.5151515151515151,0.696969696969697,False
emtricitabine,sevelamer,T3_trivial_inert,107.0,28,7.903877857715589,19.111528943277264,20.27061818459199,0.10714285714285714,0.21428571428571427,0.2857142857142857,True
enalapril,liraglutide,T2_moderate,399.0,60,1.7702398318448158,9.013479051495883,11.377994649316557,0.38333333333333336,0.5666666666666667,0.7333333333333333,False
enalapril,sevelamer,T2_moderate,209.0,43,3.7082184646520404,7.970291514944578,16.978773490586285,0.09302325581395349,0.20930232558139536,0.32558139534883723,True
ezetimibe,dalteparin,T2_moderate,156.0,28,3.420966859639485,20.172678248732133,31.237290432967328,0.14285714285714285,0.21428571428571427,0.42857142857142855,False
ezetimibe,levetiracetam,T2_moderate,659.0,143,2.629151329938325,6.953495757352457,10.020152419915181,0.26573426573426573,0.3776223776223776,0.6013986013986014,False
ezetimibe,sevelamer,T2_moderate,233.0,37,3.4089245124736465,10.75916710325497,18.20675035455897,0.16216216216216217,0.24324324324324326,0.4594594594594595,True
ezetimibe,ustekinumab,T2_moderate,321.0,56,9.564976432793234,87.7275022051262,140.61805311826134,0.19642857142857142,0.21428571428571427,0.2857142857142857,True
famotidine,dalteparin,T2_moderate,205.0,46,2.6592391557554445,8.447887783558397,22.742675185363666,0.10869565217391304,0.2608695652173913,0.6086956521739131,False
famotidine,dextromethorphan,T1_wellpowered,2166.0,412,2.24474455746581,4.7938118374839105,7.198539782182111,0.17475728155339806,0.4174757281553398,0.7087378640776699,False
famotidine,heparin,T1_wellpowered,3487.0,428,2.1861038999642806,4.231382534495032,7.693208696969773,0.25,0.4439252336448598,0.7686915887850467,False
famotidine,levetiracetam,T1_wellpowered,2898.0,413,1.542306790417646,3.673560740342087,43.52361309669296,0.48668280871670705,0.6949152542372882,0.8619854721549637,False
famotidine,liraglutide,T2_moderate,469.0,91,2.3914915554757967,10.61412547653639,12.863608874570986,0.3076923076923077,0.4175824175824176,0.5934065934065934,False
famotidine,sevelamer,T2_moderate,692.0,120,2.4782678797626825,11.131449146881483,17.5969808881394,0.30833333333333335,0.4083333333333333,0.5583333333333333,True
famotidine,ustekinumab,T2_moderate,231.0,42,2.002728323493418,5.9699625711355635,9.722002976866252,0.38095238095238093,0.5,0.7142857142857143,True
fenofibrate,ustekinumab,T2_moderate,128.0,11,2.489203926987546,10.654787267121149,10.828085907738464,0.2727272727272727,0.45454545454545453,0.5454545454545454,True
fentanyl,dalteparin,T2_moderate,682.0,173,2.791594952174222,9.75669729375817,22.97025325336932,0.2023121387283237,0.36416184971098264,0.5375722543352601,False
fentanyl,heparin,T1_wellpowered,4660.0,391,1.7137522838215251,4.094413352133833,9.44469145074932,0.4040920716112532,0.6010230179028133,0.8593350383631714,False
fentanyl,sevelamer,T2_moderate,315.0,59,4.448213280690548,9.67017962187261,11.826984706639895,0.0847457627118644,0.1694915254237288,0.3559322033898305,True
fluconazole,atenolol,T1_wellpowered,1347.0,373,2.26333712613512,6.117220626284739,13.36344083529912,0.19839142091152814,0.39946380697050937,0.6353887399463807,False
fluconazole,dalteparin,T2_moderate,725.0,166,2.499045328878145,8.179959910381292,19.310734441247305,0.25903614457831325,0.4036144578313253,0.5903614457831325,False
fluconazole,heparin,T1_wellpowered,2466.0,410,2.0394870439028203,4.556004010101477,10.185152008536107,0.2707317073170732,0.47804878048780486,0.7926829268292683,False
fluconazole,liraglutide,T2_moderate,252.0,49,2.4723833849131895,9.451518760405394,11.83673622887695,0.20408163265306123,0.32653061224489793,0.5510204081632653,False
fluconazole,sevelamer,T2_moderate,275.0,65,4.122625330153195,13.683561142110754,22.03564320144489,0.15384615384615385,0.23076923076923078,0.4,True
fluconazole,ustekinumab,T2_moderate,149.0,19,2.1415576325006054,15.710717665767806,22.142617503222358,0.2631578947368421,0.47368421052631576,0.5789473684210527,True
fluoxetine,sevelamer,T2_moderate,134.0,15,5.520164323245943,8.826564784819134,9.380477588328462,0.13333333333333333,0.2,0.4,True
fluoxetine,ustekinumab,T2_moderate,329.0,49,1.6416033436820194,6.939949365955349,9.834907398743153,0.4489795918367347,0.5918367346938775,0.7755102040816326,True
furosemide,dalteparin,T1_wellpowered,1833.0,344,1.7706509221894633,4.9320226629094295,15.303968110209155,0.4127906976744186,0.5930232558139535,0.8168604651162791,False
furosemide,dextromethorphan,T1_wellpowered,4852.0,417,1.8908945920936557,3.837123821095189,6.6881160391992935,0.31414868105515587,0.5611510791366906,0.8489208633093526,False
furosemide,sevelamer,T1_wellpowered,2152.0,367,1.7222680293145816,6.194027650956059,13.321640569652237,0.40054495912806537,0.5749318801089919,0.7874659400544959,True
furosemide,ustekinumab,T2_moderate,663.0,137,1.5069411068178862,7.1636368989317525,10.648730615947471,0.49635036496350365,0.656934306569343,0.781021897810219,True
gabapentin,dalteparin,T3_trivial_inert,865.0,178,3.5761716725383366,42.15923805705482,166.88823390782588,0.2247191011235955,0.3258426966292135,0.449438202247191,False
gabapentin,heparin,T3_trivial_inert,4085.0,401,2.0233266835863057,6.724820607801143,22.05497275189429,0.32917705735660846,0.486284289276808,0.7206982543640897,False
gabapentin,liraglutide,T3_trivial_inert,1957.0,324,1.6657465363415596,5.520600804303872,18.15519002724361,0.41975308641975306,0.6450617283950617,0.8117283950617284,False
gabapentin,sevelamer,T3_trivial_inert,1427.0,251,2.175265998100217,7.206501111066904,14.511664480807612,0.33067729083665337,0.44223107569721115,0.6573705179282868,True
gabapentin,ustekinumab,T3_trivial_inert,795.0,153,1.2743359248686186,4.596776009205639,17.159257095907265,0.5751633986928104,0.7058823529411765,0.8300653594771242,True
glipizide,sevelamer,T2_moderate,256.0,40,2.892017698906034,10.124086614752771,15.234549167811096,0.225,0.35,0.525,True
nitroglycerin,dalteparin,T2_moderate,195.0,106,9.172204781217733,36.95041778935597,44.1371547323139,0.04716981132075472,0.07547169811320754,0.1320754716981132,False
heparin,cefuroxime,T2_moderate,599.0,199,3.0605393365037976,10.276757490985547,28.81264955515315,0.19095477386934673,0.271356783919598,0.4824120603015075,False
heparin,acyclovir,T1_wellpowered,2144.0,412,2.1744073247182096,5.212066543417577,8.861909601336698,0.26941747572815533,0.4587378640776699,0.6990291262135923,False
heparin,granisetron,T2_moderate,436.0,100,2.3373814705044573,10.06150198772295,12.34049241992894,0.16,0.35,0.64,False
heparin,oxycodone,T1_wellpowered,3774.0,398,2.4584966117798546,5.994533271944315,13.33273660051862,0.24371859296482412,0.37185929648241206,0.6432160804020101,False
heparin,tramadol,T1_wellpowered,2018.0,386,2.0728197025237955,5.220601951109972,14.023122850912971,0.29015544041450775,0.47668393782383417,0.7227979274611399,False
heparin,insulin glargine,T3_trivial_inert,1745.0,396,2.4019991096231754,6.269649154506229,14.260074993853719,0.17929292929292928,0.3409090909090909,0.648989898989899,False
heparin,conjugated estrogens,T2_moderate,189.0,95,6.256855878742363,14.221338463578578,20.64681676479106,0.031578947368421054,0.05263157894736842,0.09473684210526316,False
heparin,levetiracetam,T3_trivial_inert,1287.0,345,2.4202301510084903,6.271003393299763,16.696525534596343,0.2144927536231884,0.3681159420289855,0.6144927536231884,False
heparin,liraglutide,T3_trivial_inert,128.0,22,5.357218235468751,13.187451302660495,20.96336274061236,0.09090909090909091,0.09090909090909091,0.18181818181818182,False
heparin,methylphenidate,T2_moderate,217.0,95,4.6041374981569545,10.504300767448491,13.06944048693927,0.031578947368421054,0.09473684210526316,0.2631578947368421,False
heparin,niacin,T2_moderate,150.0,81,5.433651526431579,12.026499196428723,14.588429385409254,0.012345679012345678,0.037037037037037035,0.1728395061728395,False
heparin,pregabalin,T3_trivial_inert,1532.0,390,2.166455147213048,5.75772474950443,11.155923028867443,0.2923076923076923,0.4512820512820513,0.6717948717948717,False
heparin,raltegravir,T3_limited,68.0,16,12.527829730097295,29.977449882784928,36.21525697641914,0.0,0.0,0.0,False
heparin,albuterol,T1_wellpowered,5069.0,411,2.0393260142985405,5.809374358576353,18.168644308977296,0.29927007299270075,0.4793187347931874,0.732360097323601,False
heparin,sevelamer,T3_trivial_inert,662.0,181,2.9480202089739116,9.789160704242883,15.450775971903765,0.13812154696132597,0.30386740331491713,0.5082872928176796,True
insulin lispro,dalteparin,T3_trivial_inert,122.0,24,4.518481778431225,12.72121864305779,19.108855620665402,0.0,0.08333333333333333,0.20833333333333334,False
insulin lispro,dextromethorphan,T2_moderate,619.0,168,3.4880204515420625,11.242152125767038,15.279685592071155,0.14285714285714285,0.23214285714285715,0.4523809523809524,False
insulin lispro,heparin,T3_trivial_inert,1284.0,326,2.6610622211520445,7.735596018536826,24.73459358388572,0.15337423312883436,0.3067484662576687,0.5828220858895705,False
insulin lispro,levetiracetam,T3_trivial_inert,873.0,174,2.53494921951207,8.07991401060261,17.97948392000455,0.21264367816091953,0.367816091954023,0.6206896551724138,False
insulin lispro,liraglutide,EXCLUDED_clinical,2030.0,317,2.053924731796157,7.089411372443511,11.72125118380167,0.3186119873817035,0.4889589905362776,0.6908517350157729,False
insulin lispro,sevelamer,T3_trivial_inert,536.0,103,2.9439760334109604,8.396709757793081,10.306033440183755,0.1262135922330097,0.2912621359223301,0.5145631067961165,True
insulin lispro,ustekinumab,T3_trivial_inert,280.0,48,12.891371992449436,115.8822417911279,163.16109996882176,0.14583333333333334,0.22916666666666666,0.2708333333333333,True
hydralazine,sevelamer,T1_wellpowered,1084.0,191,2.059899714236541,6.973902162114845,12.667274593887448,0.3507853403141361,0.4712041884816754,0.7015706806282722,True
hydrochlorothiazide,dalteparin,T2_moderate,250.0,63,2.5394251365988634,7.846486494303819,10.846273821132105,0.2222222222222222,0.3492063492063492,0.5714285714285714,False
hydrochlorothiazide,heparin,T1_wellpowered,2119.0,372,2.3973017095771967,6.35253987605424,13.207657022142788,0.20161290322580644,0.3817204301075269,0.6478494623655914,False
hydrochlorothiazide,levetiracetam,T1_wellpowered,2245.0,414,1.702550234030198,3.8179950765561306,7.646948097659303,0.4251207729468599,0.6400966183574879,0.857487922705314,False
hydrochlorothiazide,sevelamer,EXCLUDED_clinical,284.0,60,3.4205740506025233,14.164752625767935,17.504713248986775,0.15,0.3,0.38333333333333336,True
hydrochlorothiazide,ustekinumab,T2_moderate,747.0,198,2.1422901210261136,33.52202257865489,162.70186126152058,0.398989898989899,0.4797979797979798,0.5707070707070707,True
hydrocodone,isosorbide,T1_wellpowered,2020.0,420,2.2063939285545953,6.372136933634944,13.190895841193324,0.23095238095238096,0.43333333333333335,0.680952380952381,False
hydrocodone,zopiclone,EXCLUDED_clinical,52.0,16,4.7724527335841405,9.01530545154361,12.717437601241325,0.0,0.0,0.25,False
hydrocodone,amoxicillin,T1_wellpowered,6032.0,404,2.0969771831037693,6.161676536791058,16.669590401823505,0.2896039603960396,0.4752475247524752,0.7153465346534653,False
hydrocodone,aspirin,EXCLUDED_clinical,19544.0,449,1.5506822753978162,3.58931996726578,13.155977953378247,0.45434298440979953,0.7394209354120267,0.9086859688195991,False
hydrocodone,benztropine,T2_moderate,243.0,72,3.675241864096476,10.12890730826002,13.937841833359547,0.1388888888888889,0.16666666666666666,0.375,False
hydrocodone,cefdinir,T1_wellpowered,873.0,223,2.718969821682866,9.446462022659125,13.668020778749307,0.13901345291479822,0.31390134529147984,0.5605381165919282,False
hydrocodone,cefuroxime,T2_moderate,643.0,155,2.691960012395402,11.924593735649896,17.49904764374076,0.21935483870967742,0.36774193548387096,0.5483870967741935,False
hydrocodone,cephalexin,T1_wellpowered,3383.0,386,2.1757140081759445,6.099659329501021,10.115898448880973,0.32124352331606215,0.4637305699481865,0.7020725388601037,False
hydrocodone,chlorhexidine,EXCLUDED_clinical,893.0,355,3.871228721441226,11.64285259286702,21.115208336253335,0.30704225352112674,0.3464788732394366,0.4225352112676056,False
hydrocodone,alfuzosin,T2_moderate,273.0,64,3.533747568602828,8.729370185863724,10.22101298689782,0.0625,0.15625,0.359375,False
hydrocodone,bisoprolol,T2_moderate,509.0,134,2.933694066960281,7.784448386180286,11.398411223657009,0.15671641791044777,0.27611940298507465,0.5074626865671642,False
hydrocodone,finasteride,T1_wellpowered,1508.0,354,2.74558587833357,6.551969995109111,8.713275415068244,0.14689265536723164,0.2768361581920904,0.5621468926553672,False
hydrocodone,glimepiride,T1_wellpowered,1442.0,299,2.363464266047078,6.981000362101736,16.084967787568566,0.2140468227424749,0.41471571906354515,0.6254180602006689,False
hydrocodone,zaleplon,EXCLUDED_clinical,158.0,27,3.2537929975748967,9.00768187945735,9.641762378020074,0.14814814814814814,0.2222222222222222,0.48148148148148145,False
hydrocodone,pemetrexed,T2_moderate,128.0,27,4.5628205785016975,11.25276165168746,13.953995556865369,0.037037037037037035,0.18518518518518517,0.4074074074074074,False
hydrocodone,warfarin,T1_wellpowered,3627.0,417,2.3130552992828197,5.507733657211676,14.359698970763613,0.19184652278177458,0.38369304556354916,0.657074340527578,False
hydrocodone,insulin glargine,T1_wellpowered,3862.0,417,2.530418481011999,5.79639892038589,16.35405866787975,0.19664268585131894,0.3405275779376499,0.6258992805755396,False
hydrocodone,conjugated estrogens,T1_wellpowered,1702.0,402,4.041425795413847,7.828657321177448,13.726203368701077,0.06965174129353234,0.1044776119402985,0.3383084577114428,False
hydrocodone,diclofenac,T1_wellpowered,4737.0,418,1.7798250353422351,5.275593062271123,10.402520356001467,0.430622009569378,0.562200956937799,0.777511961722488,False
hydrocodone,donepezil,T1_wellpowered,964.0,286,2.9769732456293436,8.74363345615091,13.56191672613741,0.17132867132867133,0.2972027972027972,0.5034965034965035,False
hydrocodone,dutasteride,T2_moderate,316.0,107,4.380396175104891,8.657406889359264,12.532529441510066,0.09345794392523364,0.17757009345794392,0.3364485981308411,False
hydrocodone,famotidine,T1_wellpowered,5383.0,431,1.8574012605520789,4.468024118126003,10.112424142543048,0.3248259860788863,0.5661252900232019,0.8329466357308585,False
hydrocodone,fenofibrate,T1_wellpowered,1736.0,366,2.2113382319259185,6.332156990812746,10.888024521854293,0.24043715846994534,0.43169398907103823,0.6584699453551912,False
hydrocodone,furosemide,T1_wellpowered,14764.0,448,1.6353637262484444,3.650132140276095,10.52270086663189,0.43526785714285715,0.6741071428571429,0.8995535714285714,False
hydrocodone,glipizide,T1_wellpowered,2700.0,418,2.3721383129413303,5.736901306968048,10.263230711318233,0.19138755980861244,0.361244019138756,0.6124401913875598,False
hydrocodone,nitroglycerin,T1_wellpowered,3304.0,419,1.9711445347063545,5.27701862807033,10.422764252008943,0.3054892601431981,0.5083532219570406,0.747016706443914,False
hydrocodone,insulin lispro,T1_wellpowered,1990.0,410,3.04175070952103,7.02403869514208,18.342442714449675,0.1902439024390244,0.2707317073170732,0.4902439024390244,False
hydrocodone,lactulose,T1_wellpowered,1354.0,391,2.7882835870225517,8.14356030557576,13.92756134651015,0.15089514066496162,0.2813299232736573,0.5524296675191815,False
hydrocodone,levofloxacin,T1_wellpowered,2624.0,384,1.7650911870512975,5.898906529788085,17.237162891684275,0.3932291666666667,0.5729166666666666,0.7916666666666666,False
hydrocodone,liraglutide,T2_moderate,609.0,119,2.9510148777013105,11.088302964628042,15.416430284505367,0.16806722689075632,0.2773109243697479,0.5042016806722689,False
hydrocodone,meloxicam,T1_wellpowered,4627.0,425,1.4055366147244603,4.548042519316508,10.30347651625491,0.5364705882352941,0.7270588235294118,0.8870588235294118,False
hydrocodone,memantine,T2_moderate,307.0,77,3.211348708275514,8.704712508897066,23.146753511650143,0.1038961038961039,0.16883116883116883,0.45454545454545453,False
hydrocodone,metformin,T1_wellpowered,10018.0,455,1.610208095567697,3.6739015908570405,7.019400114714327,0.42417582417582417,0.6637362637362637,0.8923076923076924,False
hydrocodone,methotrexate,T1_wellpowered,4962.0,438,1.5571051056978633,3.4664406510911396,6.438731729157528,0.4726027397260274,0.682648401826484,0.8926940639269406,False
hydrocodone,montelukast,T1_wellpowered,6551.0,437,1.5439691051424393,3.8828291490125193,7.178527880446815,0.4759725400457666,0.6864988558352403,0.8718535469107551,False
hydrocodone,moxifloxacin,T2_moderate,461.0,163,2.651624282957386,9.833856340137046,29.348212735037656,0.25153374233128833,0.38650306748466257,0.5398773006134969,False
