drug_a,drug_b,evidence_tier,faers_coreports,n_ae_terms_tested,median_upper95_ror,p95_upper95_ror,max_upper95_ror,frac_terms_equiv_delta1.5,frac_terms_equiv_delta2.0,frac_terms_equiv_delta3.0,involves_mega_hub
hydrocodone,mupirocin,EXCLUDED_clinical,1310.0,340,2.7399666434730583,8.632047294641081,13.5465474906264,0.17941176470588235,0.35,0.5529411764705883,False
hydrocodone,naproxen,T1_wellpowered,6529.0,422,1.5515794708768869,5.5223811121018676,10.587247449211482,0.490521327014218,0.6184834123222749,0.7819905213270142,False
hydrocodone,nitrofurantoin,T1_wellpowered,1644.0,399,2.1547610036377924,7.819631487862539,14.530285230824813,0.2957393483709273,0.46365914786967416,0.6791979949874687,False
hydrocodone,omeprazole,T1_wellpowered,19319.0,450,1.4772250558608402,3.260779395667578,8.056369558582992,0.52,0.76,0.9333333333333333,False
hydrocodone,oseltamivir,T2_moderate,594.0,156,2.968499580846874,17.483974993270028,31.079233336405157,0.10897435897435898,0.2564102564102564,0.5064102564102564,False
hydrocodone,penicillin v potassium,T2_moderate,165.0,43,4.284410138914913,10.674741678280638,11.628189777116724,0.11627906976744186,0.13953488372093023,0.3023255813953488,False
hydrocodone,raltegravir,T2_moderate,192.0,33,9.468381159365551,26.54324448643985,31.186673965391577,0.030303030303030304,0.12121212121212122,0.12121212121212122,False
hydrocodone,salmeterol,T1_wellpowered,3505.0,429,2.1016832363552913,4.787164106460449,9.00673341547793,0.3006993006993007,0.46386946386946387,0.7645687645687645,False
hydrocodone,sevelamer,T2_moderate,565.0,110,2.7899702874117946,10.551788727510854,13.906788601494222,0.12727272727272726,0.2727272727272727,0.5181818181818182,True
hydrocodone,sitagliptin,T1_wellpowered,1725.0,334,2.1283370405808286,6.368271162958699,13.095064025089895,0.2634730538922156,0.46706586826347307,0.6856287425149701,False
hydrocodone,triamcinolone,T1_wellpowered,2598.0,414,2.157300816283244,6.258145464213277,12.199807479991636,0.3719806763285024,0.47101449275362317,0.678743961352657,False
hydrocodone,valganciclovir,T2_moderate,159.0,35,4.35662318787011,13.617573972215574,40.1001838617654,0.08571428571428572,0.14285714285714285,0.2571428571428571,False
hydroxychloroquine,conjugated estrogens,T1_wellpowered,1115.0,310,2.070934003416096,7.659402304307467,32.53404502136145,0.3548387096774194,0.4870967741935484,0.6935483870967742,False
hydroxychloroquine,dalteparin,T2_moderate,165.0,16,1.5055324878802847,32.77912758035308,33.654042768001084,0.5,0.5625,0.75,False
hydroxychloroquine,heparin,T1_wellpowered,1676.0,304,1.17053196740232,4.430226314058484,10.62940012885077,0.618421052631579,0.7236842105263158,0.875,False
hydroxychloroquine,levetiracetam,T1_wellpowered,841.0,235,1.8802957413969146,6.230505153675145,13.076173382222622,0.4085106382978723,0.5191489361702127,0.7361702127659574,False
hydroxychloroquine,ustekinumab,EXCLUDED_clinical,7416.0,345,5.983958680775279,39.38156077145547,89.44595545761513,0.2985507246376812,0.336231884057971,0.3710144927536232,True
lactulose,finasteride,T2_moderate,714.0,205,2.503900103946755,7.982112574413327,10.559503443475915,0.22439024390243903,0.3951219512195122,0.5853658536585366,False
lactulose,dalteparin,T3_trivial_inert,584.0,119,1.8904169138941767,7.551656083731348,11.664635179266268,0.33613445378151263,0.5378151260504201,0.680672268907563,False
lactulose,heparin,T3_trivial_inert,1170.0,337,2.2211439222244316,5.8792853390376,25.23362875076154,0.2522255192878338,0.42433234421364985,0.6943620178041543,False
lactulose,liraglutide,T3_trivial_inert,120.0,14,3.278882337913976,16.633461929072464,17.048509420130255,0.21428571428571427,0.2857142857142857,0.42857142857142855,False
lactulose,sevelamer,T3_trivial_inert,427.0,96,2.80115682203398,7.73006818937106,17.09437150858291,0.20833333333333334,0.3645833333333333,0.5520833333333334,True
lamotrigine,atenolol,T1_wellpowered,1415.0,319,1.86380806384624,4.58246537712192,22.797625229712708,0.3542319749216301,0.5360501567398119,0.8150470219435737,False
lamotrigine,heparin,T2_moderate,430.0,147,3.5373948174396266,11.02120478005439,18.941207498834025,0.14285714285714285,0.2585034013605442,0.41496598639455784,False
lamotrigine,liraglutide,T2_moderate,273.0,61,2.9680501506333377,10.995490516186438,21.937708719736257,0.11475409836065574,0.26229508196721313,0.5081967213114754,False
lamotrigine,ustekinumab,T1_wellpowered,1208.0,244,9.551073952448576,63.74219469818114,199.95124192695022,0.045081967213114756,0.05327868852459016,0.0860655737704918,True
levetiracetam,clindamycin,T2_moderate,689.0,194,2.781527573566166,6.747166038495772,13.453292417947546,0.13402061855670103,0.28350515463917525,0.5979381443298969,False
levetiracetam,atomoxetine,T2_moderate,114.0,10,3.4206460666069427,9.981095941816056,12.805024460318277,0.1,0.3,0.4,False
levetiracetam,cefuroxime,T2_moderate,220.0,43,3.441056271875019,15.545913017950767,21.684829101634566,0.09302325581395349,0.20930232558139536,0.3953488372093023,False
levetiracetam,acyclovir,T1_wellpowered,3265.0,392,1.530063483291476,4.084627987186341,32.418425154024156,0.4872448979591837,0.6836734693877551,0.8724489795918368,False
levetiracetam,alfuzosin,T2_moderate,197.0,22,2.560408349611735,8.358935230961855,10.809077061454518,0.18181818181818182,0.3181818181818182,0.6363636363636364,False
levetiracetam,bisoprolol,T1_wellpowered,2128.0,316,1.627316509392966,4.786341082588773,11.786286718836372,0.439873417721519,0.629746835443038,0.8227848101265823,False
levetiracetam,clopidogrel,T1_wellpowered,2466.0,404,1.7623340539074261,4.0518067027201,8.915663617916215,0.37623762376237624,0.5891089108910891,0.8514851485148515,False
levetiracetam,finasteride,T2_moderate,628.0,105,2.264731252672818,8.321351567027053,10.813917884668324,0.22857142857142856,0.38095238095238093,0.6095238095238096,False
levetiracetam,glimepiride,T2_moderate,297.0,58,2.5973779689930225,6.283961839238901,13.1517028953456,0.1896551724137931,0.29310344827586204,0.6379310344827587,False
levetiracetam,granisetron,T2_moderate,244.0,59,2.6853345456174464,9.379320080033976,14.138296278630182,0.11864406779661017,0.3389830508474576,0.559322033898305,False
levetiracetam,ibuprofen,T1_wellpowered,2726.0,395,1.641235884179359,3.9845304038082054,7.03619250722363,0.43544303797468353,0.640506329113924,0.850632911392405,False
levetiracetam,irbesartan,T2_moderate,536.0,105,2.092815453605241,8.40158184244702,19.383986368022903,0.37142857142857144,0.47619047619047616,0.6285714285714286,False
levetiracetam,pioglitazone,T2_moderate,206.0,40,3.277299820506586,10.262912522807019,17.89177819131375,0.125,0.25,0.475,False
levetiracetam,prednisolone,T1_wellpowered,2013.0,338,1.6022737120447619,4.684772912146512,9.388910437822584,0.44970414201183434,0.6331360946745562,0.8047337278106509,False
levetiracetam,quetiapine,T1_wellpowered,2849.0,393,1.3433621504130684,3.5522348173013545,17.78488915143611,0.5521628498727735,0.7251908396946565,0.9033078880407125,False
levetiracetam,pemetrexed,T2_moderate,311.0,67,3.245441892698486,11.75377454821517,19.445899770484807,0.11940298507462686,0.19402985074626866,0.43283582089552236,False
levetiracetam,tadalafil,T2_moderate,303.0,69,2.486383889643529,7.653739162999525,10.256382969356125,0.17391304347826086,0.37681159420289856,0.5362318840579711,False
levetiracetam,warfarin,T1_wellpowered,1185.0,270,2.045993859532021,5.5911527072607035,9.984457316300743,0.29259259259259257,0.4925925925925926,0.6962962962962963,False
levetiracetam,doxycycline,T2_moderate,771.0,192,2.2015843865524953,8.179635288470053,14.274145870430464,0.3072916666666667,0.453125,0.7083333333333334,False
levetiracetam,insulin glargine,T3_trivial_inert,1610.0,311,2.387409253044818,6.370348485939569,18.7175605360301,0.2347266881028939,0.3858520900321543,0.6045016077170418,False
levetiracetam,cinacalcet,T2_moderate,126.0,17,3.6650197514580567,18.664856600281194,21.964977809260965,0.058823529411764705,0.11764705882352941,0.29411764705882354,False
levetiracetam,dalteparin,T3_trivial_inert,389.0,108,4.145984335968699,13.614607830388335,26.809353788812338,0.21296296296296297,0.3055555555555556,0.42592592592592593,False
levetiracetam,dutasteride,T2_moderate,216.0,33,3.645569453804347,12.629617612943592,17.470157513473122,0.12121212121212122,0.21212121212121213,0.48484848484848486,False
levetiracetam,eletriptan,T2_moderate,102.0,14,2.65713860950735,5.498625983083624,7.4579077009547605,0.14285714285714285,0.2857142857142857,0.5714285714285714,False
levetiracetam,glipizide,T2_moderate,404.0,91,2.590806725735173,6.407868472989174,9.719680830845823,0.18681318681318682,0.3626373626373626,0.6373626373626373,False
levetiracetam,nitroglycerin,T2_moderate,691.0,183,2.1055956030237777,6.7547515475892395,10.381334267337731,0.2896174863387978,0.46994535519125685,0.7158469945355191,False
levetiracetam,liraglutide,T3_trivial_inert,120.0,23,4.592303133135673,10.187921372079837,10.290181978044474,0.08695652173913043,0.21739130434782608,0.30434782608695654,False
levetiracetam,meloxicam,T2_moderate,538.0,147,2.1942678837402503,6.901133653981011,9.525381099835435,0.3129251700680272,0.48299319727891155,0.6938775510204082,False
levetiracetam,memantine,T2_moderate,483.0,76,2.013107427203636,9.70125255217262,17.022940316275676,0.2236842105263158,0.5,0.7236842105263158,False
levetiracetam,methylphenidate,T2_moderate,762.0,183,2.5014615247317287,9.818326098042307,15.947885032233032,0.16939890710382513,0.3224043715846995,0.6010928961748634,False
levetiracetam,naproxen,T1_wellpowered,1189.0,269,1.847321257242233,5.227522734917376,9.849378064848175,0.40148698884758366,0.5650557620817844,0.7657992565055762,False
levetiracetam,niacin,T2_moderate,118.0,13,2.0128607824268645,5.842368616645325,6.221774150347695,0.15384615384615385,0.46153846153846156,0.6153846153846154,False
levetiracetam,olanzapine,T1_wellpowered,1575.0,294,1.7218629319981136,4.9881183494913905,38.832068585180764,0.3945578231292517,0.5884353741496599,0.7959183673469388,False
levetiracetam,omeprazole,T1_wellpowered,6474.0,440,1.3944298312577803,2.6291772018208173,5.21581846998446,0.5636363636363636,0.7954545454545454,0.9795454545454545,False
levetiracetam,oseltamivir,T2_moderate,202.0,30,3.947052423521063,16.87623812073891,18.82535399191863,0.03333333333333333,0.2,0.4,False
levetiracetam,raltegravir,T2_moderate,183.0,34,4.357767033913685,9.579965133810905,11.142896198112691,0.11764705882352941,0.20588235294117646,0.2647058823529412,False
levetiracetam,rosuvastatin,T1_wellpowered,2043.0,376,1.7348003475506282,4.269267962107426,9.395020204649832,0.4148936170212766,0.574468085106383,0.824468085106383,False
levetiracetam,albuterol,T1_wellpowered,4139.0,407,1.5118264714961338,3.268007855529615,5.329389002908074,0.4914004914004914,0.6805896805896806,0.918918918918919,False
levetiracetam,salmeterol,T1_wellpowered,834.0,197,2.23350811764192,7.995726333352615,19.02238116770118,0.26903553299492383,0.43147208121827413,0.6395939086294417,False
levetiracetam,sevelamer,T3_trivial_inert,259.0,42,3.134827510271676,7.675744832006764,10.022313643138835,0.14285714285714285,0.2619047619047619,0.42857142857142855,True
levetiracetam,solifenacin,T2_moderate,330.0,80,2.9156164589322633,7.499214499944247,11.408667435715369,0.0625,0.2375,0.5375,False
levetiracetam,ustekinumab,T3_trivial_inert,106.0,12,2.5498086248073215,4.872926670058698,5.489132715048471,0.16666666666666666,0.16666666666666666,0.5833333333333334,True
levetiracetam,zolmitriptan,T3_limited,93.0,19,2.9508285657869333,13.583768813969051,14.850885267521532,0.10526315789473684,0.3157894736842105,0.5263157894736842,False
levofloxacin,dalteparin,T2_moderate,266.0,59,2.4512718931337054,12.251677919086411,17.441306563711695,0.11864406779661017,0.3728813559322034,0.559322033898305,False
levofloxacin,heparin,T1_wellpowered,1654.0,387,2.0745917687489355,4.968439216915234,14.680791590809552,0.2842377260981912,0.48320413436692505,0.7235142118863049,False
lidocaine,dalteparin,T2_moderate,388.0,129,9.001379745609029,41.379271817159456,61.5932702694948,0.03875968992248062,0.07751937984496124,0.21705426356589147,False
lidocaine,heparin,T1_wellpowered,7146.0,417,1.7743399279376757,4.503578886465574,12.284910362919714,0.3597122302158273,0.580335731414868,0.8345323741007195,False
lidocaine,liraglutide,T2_moderate,369.0,91,3.184328479240258,10.721713831396517,14.877397620932097,0.15384615384615385,0.25274725274725274,0.4835164835164835,False
lidocaine,sevelamer,T2_moderate,500.0,101,2.8259802838767007,8.48249163228397,11.507927991426254,0.19801980198019803,0.32673267326732675,0.5346534653465347,True
liraglutide,acyclovir,T2_moderate,277.0,47,2.7838407910627705,8.96663986251657,17.43224080813874,0.19148936170212766,0.2978723404255319,0.6170212765957447,False
liraglutide,bisoprolol,T1_wellpowered,817.0,167,2.1279580109780825,7.385392453389471,16.78219077354326,0.3532934131736527,0.47904191616766467,0.6347305389221557,False
liraglutide,clopidogrel,T1_wellpowered,1210.0,216,1.8736055486908514,7.1718031634037285,16.509704367440637,0.37962962962962965,0.5138888888888888,0.6851851851851852,False
liraglutide,oxycodone,T1_wellpowered,875.0,185,2.4068481963483603,10.666106164401421,18.05586865987892,0.22702702702702704,0.41621621621621624,0.5891891891891892,False
liraglutide,tramadol,T1_wellpowered,846.0,161,1.8554565599603068,6.6140533365133125,10.593972852426129,0.36645962732919257,0.5217391304347826,0.6583850931677019,False
liraglutide,perindopril,T2_moderate,274.0,71,3.702225344761684,11.126677780142193,15.878279905992477,0.1267605633802817,0.22535211267605634,0.43661971830985913,False
lisinopril,chlorpheniramine,T1_wellpowered,5032.0,438,1.9445847634653233,4.075233464436877,5.670210921877418,0.2465753424657534,0.5205479452054794,0.8333333333333334,False
lisinopril,liraglutide,T1_wellpowered,2584.0,341,1.2916689593942872,3.811880666821515,9.662155110335798,0.5894428152492669,0.7331378299120235,0.9002932551319648,False
lisinopril,sevelamer,T1_wellpowered,1089.0,198,2.1135938337132716,9.870450124246249,19.33918809696389,0.3333333333333333,0.4797979797979798,0.6414141414141414,True
lorazepam,dalteparin,T1_wellpowered,896.0,194,1.8865104538586372,5.981725520062201,20.661278689836763,0.36597938144329895,0.520618556701031,0.7164948453608248,False
lorazepam,sevelamer,T2_moderate,498.0,120,2.823183057806215,8.436070900436219,15.067898121686872,0.24166666666666667,0.36666666666666664,0.5083333333333333,True
lorazepam,ustekinumab,T1_wellpowered,2341.0,263,14.561397526103132,47.48235996597011,90.53192603990358,0.1444866920152091,0.1596958174904943,0.19011406844106463,True
memantine,heparin,T3_limited,75.0,10,4.4509323425289455,8.654817562550758,9.386166729702895,0.0,0.0,0.1,False
metformin,atenolol,T1_wellpowered,15737.0,451,1.1735225986344788,2.4205755892292835,4.811389900451583,0.7871396895787139,0.8980044345898004,0.9866962305986696,False
metformin,dalteparin,T2_moderate,746.0,176,2.083550032474407,8.39456805534433,35.98628031493146,0.32386363636363635,0.4715909090909091,0.6477272727272727,False
metformin,dextromethorphan,T1_wellpowered,2765.0,414,2.4883303798421235,5.247764578167708,8.834805870271948,0.1642512077294686,0.33816425120772947,0.6666666666666666,False
metformin,heparin,T1_wellpowered,2132.0,393,2.1956548169872367,5.349824879853984,8.667496487153466,0.25190839694656486,0.42493638676844786,0.7506361323155216,False
metformin,levetiracetam,T1_wellpowered,3662.0,390,1.5493445989456351,3.9264471743588687,6.926150850350953,0.48717948717948717,0.6743589743589744,0.8794871794871795,False
metformin,liraglutide,EXCLUDED_clinical,11556.0,417,1.0473400780540674,2.6330147179714185,10.487508538923326,0.8081534772182254,0.9088729016786571,0.9544364508393285,False
metformin,sevelamer,EXCLUDED_clinical,214.0,36,5.400903378090736,15.02371077636544,16.67202632733041,0.1388888888888889,0.19444444444444445,0.25,True
metformin,ustekinumab,T1_wellpowered,2028.0,380,2.6452389402351435,16.65353437424179,105.70401371865093,0.21842105263157896,0.35789473684210527,0.5736842105263158,True
methadone,dalteparin,T2_moderate,146.0,26,7.265493252563507,21.289528008752004,22.3138782029932,0.19230769230769232,0.2692307692307692,0.3076923076923077,False
methadone,heparin,T2_moderate,370.0,142,3.7306386536313365,9.671760341056723,13.421298292622733,0.07042253521126761,0.14084507042253522,0.3591549295774648,False
methocarbamol,heparin,T2_moderate,367.0,182,4.04161978750782,10.896014858714413,21.357094704538877,0.016483516483516484,0.07142857142857142,0.31868131868131866,False
methocarbamol,liraglutide,T2_moderate,156.0,25,3.275512708772584,11.633779664832865,12.289397507564637,0.16,0.32,0.44,False
methocarbamol,sevelamer,T3_limited,80.0,11,8.153888566060953,13.69920332618683,15.830986581659035,0.0,0.09090909090909091,0.09090909090909091,True
methocarbamol,ustekinumab,T2_moderate,152.0,147,10.562086215936366,41.181067049145376,59.92950256074384,0.013605442176870748,0.027210884353741496,0.05442176870748299,True
methotrexate,dalteparin,T2_moderate,437.0,128,2.8107864776380884,12.579686171539779,27.151764591052665,0.2890625,0.3671875,0.53125,False
methotrexate,heparin,T1_wellpowered,1439.0,374,2.2451363594926708,6.755508980315562,13.235474850862856,0.3422459893048128,0.45989304812834225,0.6764705882352942,False
methotrexate,liraglutide,T2_moderate,551.0,140,2.087730927144836,8.217821667284582,14.219707342195708,0.3,0.44285714285714284,0.6857142857142857,False
methotrexate,sevelamer,EXCLUDED_clinical,66.0,13,3.7333523886179285,5.973769973701349,6.9778166241838715,0.0,0.07692307692307693,0.23076923076923078,True
methotrexate,ustekinumab,EXCLUDED_clinical,14258.0,381,3.9676787136889917,31.682562879921903,100.0433952523859,0.29133858267716534,0.3569553805774278,0.4435695538057743,True
methylphenidate,liraglutide,T2_moderate,145.0,33,4.88168494869829,11.471271893192547,12.518515532390941,0.12121212121212122,0.15151515151515152,0.21212121212121213,False
metoclopramide,dalteparin,T1_wellpowered,1181.0,225,2.053659073046727,7.8481152724015955,20.665758099871788,0.3111111111111111,0.4888888888888889,0.7022222222222222,False
metoclopramide,heparin,T1_wellpowered,2495.0,406,2.2564930440708943,5.3699065708674425,19.825962667071032,0.21921182266009853,0.41133004926108374,0.7192118226600985,False
metoclopramide,liraglutide,T2_moderate,250.0,46,2.477774224365855,15.36968821648828,22.165452766923018,0.21739130434782608,0.41304347826086957,0.6521739130434783,False
metoclopramide,sevelamer,T2_moderate,381.0,72,2.9385653137349497,10.543363403100427,20.484625616767563,0.20833333333333334,0.3333333333333333,0.5416666666666666,True
metoprolol,dalteparin,T2_moderate,697.0,145,2.0658398755661658,6.793678834207835,15.999424939521798,0.3931034482758621,0.47586206896551725,0.7103448275862069,False
metoprolol,liraglutide,T1_wellpowered,1927.0,313,1.7059847171188514,4.391712902569741,6.605231733381607,0.4057507987220447,0.6230031948881789,0.8210862619808307,False
metoprolol,sevelamer,T1_wellpowered,2002.0,341,1.9047448960238638,6.268977588740113,13.38253991015603,0.36656891495601174,0.5278592375366569,0.750733137829912,True
metoprolol,ustekinumab,T2_moderate,700.0,137,1.450968115339822,6.2725251094922765,12.161852536402598,0.5182481751824818,0.6496350364963503,0.8175182481751825,True
metronidazole,dalteparin,T2_moderate,755.0,162,4.299000862062835,55.51635636429237,171.70494173810638,0.19753086419753085,0.2962962962962963,0.3888888888888889,False
metronidazole,heparin,T1_wellpowered,2371.0,387,2.2647137522884173,11.7490523461204,63.95014001628205,0.28165374677002586,0.4470284237726098,0.648578811369509,False
metronidazole,liraglutide,T2_moderate,153.0,28,4.977905732054921,14.537109654438229,15.79386355597073,0.14285714285714285,0.17857142857142858,0.39285714285714285,False
metronidazole,sevelamer,T2_moderate,217.0,35,4.363227722552003,15.84303426322209,20.668537682006797,0.14285714285714285,0.17142857142857143,0.3142857142857143,True
metronidazole,ustekinumab,T2_moderate,501.0,187,2.5714928896830904,10.008350053112494,23.028511668501935,0.16042780748663102,0.3155080213903743,0.6149732620320856,True
montelukast,dalteparin,T2_moderate,171.0,63,7.945755698343944,25.380242611517147,33.98265112611657,0.047619047619047616,0.07936507936507936,0.14285714285714285,False
montelukast,levetiracetam,T1_wellpowered,1999.0,377,1.6392447680966438,4.611761107515762,8.94764882199988,0.44562334217506633,0.623342175066313,0.8275862068965517,False
montelukast,sevelamer,T2_moderate,290.0,47,2.831773864430556,9.531900159497104,14.091299026989496,0.2978723404255319,0.425531914893617,0.5319148936170213,True
montelukast,ustekinumab,T2_moderate,435.0,114,1.513922116982093,5.889652414305234,60.97421656997744,0.49122807017543857,0.7017543859649122,0.868421052631579,True
moxifloxacin,dextromethorphan,T2_moderate,279.0,200,7.399621656504584,18.18454066732432,47.497041823423544,0.015,0.045,0.14,False
moxifloxacin,heparin,T2_moderate,352.0,141,3.2200378191653565,11.302507090200118,20.320133548947084,0.1773049645390071,0.2624113475177305,0.46808510638297873,False
moxifloxacin,levetiracetam,T2_moderate,187.0,24,2.849032168237266,13.096124238656081,26.09788502516069,0.2916666666666667,0.4583333333333333,0.5416666666666666,False
moxifloxacin,ustekinumab,T2_moderate,378.0,207,14.944476241363148,43.357375917792595,71.23877016983589,0.00966183574879227,0.01932367149758454,0.04830917874396135,True
naproxen,sevelamer,T2_moderate,170.0,26,4.882665368104668,16.8242853728989,17.490839549703953,0.19230769230769232,0.2692307692307692,0.34615384615384615,True
naproxen,ustekinumab,T1_wellpowered,5138.0,382,9.218265107269367,51.06213466562867,123.37546698697827,0.23036649214659685,0.2643979057591623,0.31413612565445026,True
nitrofurantoin,dalteparin,T3_limited,86.0,15,3.3912626941757185,8.214078064218201,9.447088933775216,0.0,0.13333333333333333,0.4,False
nitrofurantoin,dextromethorphan,T2_moderate,403.0,161,3.8644735223205053,11.548524384667115,19.59897973130574,0.10559006211180125,0.21739130434782608,0.39751552795031053,False
nitrofurantoin,heparin,T2_moderate,313.0,168,3.9497248437571812,10.969178118473696,15.192360066821307,0.03571428571428571,0.11904761904761904,0.32142857142857145,False
nitrofurantoin,levetiracetam,T2_moderate,446.0,123,2.6405461689974326,10.42413251610685,21.643226384119146,0.2032520325203252,0.34959349593495936,0.5934959349593496,False
nitrofurantoin,liraglutide,T2_moderate,100.0,17,3.2081596573346167,9.948799702228584,11.201984208593718,0.058823529411764705,0.23529411764705882,0.35294117647058826,False
nortriptyline,heparin,T2_moderate,213.0,94,3.605463078948058,9.5960153646514,12.508115311562186,0.02127659574468085,0.0851063829787234,0.32978723404255317,False
nortriptyline,liraglutide,T2_moderate,107.0,21,2.630566900928576,12.066260920691542,13.069167626613666,0.23809523809523808,0.38095238095238093,0.5238095238095238,False
nortriptyline,ustekinumab,T3_limited,81.0,19,3.064099554452114,6.23834687518442,8.66551026502624,0.0,0.10526315789473684,0.47368421052631576,True
olanzapine,dalteparin,T2_moderate,188.0,36,4.0664492903343765,10.627939199597233,11.121527929230517,0.16666666666666666,0.25,0.3611111111111111,False
olanzapine,sevelamer,T2_moderate,116.0,19,3.3486445173533226,7.3129105408024415,8.928112055753566,0.05263157894736842,0.05263157894736842,0.42105263157894735,True
omeprazole,sevelamer,T1_wellpowered,1856.0,255,1.6932215723768773,5.804503095632145,33.571780086708934,0.4235294117647059,0.611764705882353,0.8,True
omeprazole,ustekinumab,T1_wellpowered,1644.0,327,1.293736530532312,13.108444580242896,22.013059006148957,0.5657492354740061,0.691131498470948,0.7981651376146789,True
ondansetron,atenolol,T1_wellpowered,3166.0,418,1.257222046565741,3.3092737949279325,49.96997605281645,0.6267942583732058,0.8277511961722488,0.937799043062201,False
ondansetron,dalteparin,T1_wellpowered,1594.0,251,2.179425796557278,22.38152218928431,49.944016144626744,0.3187250996015936,0.4701195219123506,0.6374501992031872,False
ondansetron,levetiracetam,T1_wellpowered,3799.0,406,1.3840959018661105,3.4990665360548316,21.706958461028698,0.5640394088669951,0.7364532019704434,0.9211822660098522,False
ondansetron,sevelamer,T2_moderate,786.0,143,2.1773000362247523,7.408924376674245,25.210009123393142,0.3076923076923077,0.45454545454545453,0.6363636363636364,True
ondansetron,ustekinumab,T2_moderate,431.0,80,3.9058554234570346,115.7593709811276,151.5277402071423,0.2875,0.3375,0.4375,True
oseltamivir,dalteparin,T2_moderate,324.0,84,12.781312919242279,108.1489065345883,140.76863690872662,0.047619047619047616,0.07142857142857142,0.16666666666666666,False
oseltamivir,heparin,T2_moderate,662.0,134,5.883763897893623,65.13043225837475,195.2856160202588,0.16417910447761194,0.208955223880597,0.3208955223880597,False
pantoprazole,liraglutide,T1_wellpowered,1769.0,268,1.4292586294908132,8.51429078451725,77.04693238156005,0.5223880597014925,0.6716417910447762,0.7985074626865671,False
pantoprazole,sevelamer,T1_wellpowered,1954.0,313,1.6008125248676262,6.120712885500047,15.112393081379835,0.476038338658147,0.6134185303514377,0.7795527156549521,True
pantoprazole,ustekinumab,T1_wellpowered,5444.0,370,6.234363034638969,48.17575619901128,181.82208943508422,0.3054054054054054,0.35945945945945945,0.4027027027027027,True
acetaminophen,liraglutide,T1_wellpowered,1930.0,351,1.8367952632967846,5.904716014425573,11.432851735752687,0.3732193732193732,0.5356125356125356,0.7492877492877493,False
acetaminophen,sevelamer,T1_wellpowered,1952.0,324,1.9410687350982245,6.934942597372951,16.622088794695703,0.39197530864197533,0.5185185185185185,0.7160493827160493,True
acetaminophen,ustekinumab,T1_wellpowered,7632.0,363,5.248684664358674,80.61357403475046,257.0900990454098,0.3774104683195592,0.418732782369146,0.4573002754820937,True
paroxetine,sevelamer,T2_moderate,130.0,27,4.963645043437675,9.08863692253568,9.710882686496728,0.1111111111111111,0.14814814814814814,0.3333333333333333,True
paroxetine,ustekinumab,T2_moderate,218.0,184,5.560062338407746,15.744507424150832,40.38920972495714,0.010869565217391304,0.03260869565217391,0.15217391304347827,True
penicillin v potassium,heparin,T3_limited,62.0,19,5.424753652143225,8.933414701341208,9.838365786997397,0.05263157894736842,0.05263157894736842,0.15789473684210525,False
phenazopyridine,citalopram,T2_moderate,229.0,59,2.30400288022809,8.622507267159115,9.876795351508884,0.2033898305084746,0.423728813559322,0.5932203389830508,False
phenazopyridine,conjugated estrogens,T2_moderate,186.0,62,3.348832027118231,8.211738670978306,14.013788340125453,0.0967741935483871,0.16129032258064516,0.3870967741935484,False
phenazopyridine,dextromethorphan,T2_moderate,168.0,55,3.13753378450474,7.5803198970992955,8.436322433993082,0.0,0.07272727272727272,0.43636363636363634,False
phenazopyridine,heparin,T2_moderate,140.0,66,3.7957356038593506,7.950919328741157,10.6369187224642,0.0,0.015151515151515152,0.2878787878787879,False
phenytoin,dalteparin,T2_moderate,124.0,25,4.5106672508255805,17.882806563006135,21.526101370499013,0.04,0.16,0.4,False
pravastatin,liraglutide,T2_moderate,721.0,143,2.0906924626253125,7.0465028149345965,11.285253505754556,0.34965034965034963,0.4825174825174825,0.6643356643356644,False
pravastatin,sevelamer,T2_moderate,385.0,74,3.252806337757221,10.419376551036649,15.806892993459352,0.2702702702702703,0.3783783783783784,0.4594594594594595,True
pravastatin,ustekinumab,T2_moderate,189.0,21,1.3798300786449138,4.489754794359989,9.232291751814955,0.5238095238095238,0.6666666666666666,0.7619047619047619,True
prednisone,sevelamer,T1_wellpowered,1061.0,239,2.2756964215715008,10.039953281551037,18.57771922616229,0.3263598326359833,0.4476987447698745,0.606694560669456,True
pregabalin,liraglutide,T3_trivial_inert,1105.0,235,1.8120795599198658,6.205540321647909,12.021749809561994,0.37872340425531914,0.5702127659574469,0.7489361702127659,False
raloxifene,levetiracetam,T3_limited,86.0,12,3.824846824497443,6.325457934194228,6.442983016418557,0.16666666666666666,0.25,0.3333333333333333,False
raltegravir,sevelamer,T3_limited,60.0,16,10.408831622439756,17.87559520859277,18.98266593626448,0.0,0.0,0.0,True
ramipril,dextromethorphan,T2_moderate,486.0,271,12.554506438294107,26.6697063492115,38.594036529473605,0.033210332103321034,0.05904059040590406,0.08487084870848709,False
ramipril,levetiracetam,T1_wellpowered,1708.0,273,1.5640645965834798,5.738216892625224,9.779891782992172,0.46886446886446886,0.6227106227106227,0.7582417582417582,False
ramipril,sevelamer,T2_moderate,196.0,38,3.2656857531669976,13.944151045573346,15.93298836737362,0.21052631578947367,0.3157894736842105,0.5,True
ramipril,ustekinumab,T1_wellpowered,3735.0,317,13.242409287988597,47.40753634006478,112.69905092931043,0.1608832807570978,0.19558359621451105,0.24290220820189273,True
